Period,Store No,Store Name,Store Full,SOS,Pre-Bump %,Adoption %,Make Ahead %,Waste %,Checks Passed,Checks Total,Adherence %,SOS Pass,Adoption Pass,Make Ahead Pass,Waste Pass,Pre-Bump Pass
P3W3,3200,Jupiter-E Indiantown Rd,3200-FL-Jupiter-E Indiantown Rd,9.166666666666666,0.0,71.4285714285714,8.05234021137393,19.047619047618998,3,5,60.0,True,False,True,False,True
P3W3,346,Miami-Old Cutler Rd,346-FL-Miami-Old Cutler Rd,9.133333333333333,0.5263157894736841,93.3333333333333,0.0,0.671892497200448,5,5,100.0,True,True,True,True,True
P3W3,4032,Miami-NW 7th St.,4032-FL-Miami-NW 7th St.,10.266666666666667,0.0,100.0,0.0,8.021390374331549,3,5,60.0,False,True,True,False,True
P3W3,420,Deerfield Beach,420-FL-Deerfield Beach,15.466666666666667,0.0,100.0,0.0,,3,4,75.0,False,True,True,,True
P3W3,79,Plantation,79-FL-Plantation,9.933333333333334,0.33112582781457,98.7012987012987,5.8666017526777,,4,4,100.0,True,True,True,,True
P3W3,871,Florida City-Dixie Hwy,871-FL-Florida City-Dixie Hwy,10.383333333333333,0.35335689045936397,97.02970297029701,3.38110165696373,,3,4,75.0,False,True,True,,True
P3W3,883,Hallandale Beach-W Hallandale ,883-FL-Hallandale Beach-W Hallandale Beach Blvd,9.9,0.0,100.0,0.9085746734809771,,4,4,100.0,True,True,True,,True
P3W4,1096,Tamarac-N. University Drive,1096-FL-Tamarac-N. University Drive,15.416666666666666,0.0,98.41269841269839,5.6099732858415,0.25023459493274897,4,5,80.0,False,True,True,True,True
P3W4,1167,Pembroke Pines-Pines Blvd,1167-FL-Pembroke Pines-Pines Blvd,11.516666666666667,0.0,100.0,13.826269912834398,0.0,3,5,60.0,False,True,False,True,True
P3W4,1252,Fort Lauderdale-W. Broward Blv,1252-FL-Fort Lauderdale-W. Broward Blvd.,6.366666666666666,0.843881856540084,81.25,24.7542448614835,0.5871725383920511,3,5,60.0,True,False,False,True,True
P3W4,1677,Palmetto Bay- SW 160th St.,1677-FL-Palmetto Bay- SW 160th St.,6.816666666666666,0.641025641025641,98.2456140350877,1.12191473448018,,4,4,100.0,True,True,True,,True
P3W4,1726,Fort Lauderdale-E. Commercial ,1726-FL-Fort Lauderdale-E. Commercial Blvd,7.766666666666667,0.0,100.0,20.9110867178924,,3,4,75.0,True,True,False,,True
P3W4,1771,Miami-SW 152nd St,1771-FL-Miami-SW 152nd St,6.75,0.0,100.0,0.648298217179903,0.0,5,5,100.0,True,True,True,True,True
P3W4,183,Margate-Atlantic,183-FL-Margate-Atlantic,11.466666666666667,0.0,100.0,0.0,0.952380952380952,4,5,80.0,False,True,True,True,True
